"tx_acc1","tx_form","tx_courses","heurstag","tx_tpf","secteur_ensemble","secteur","taille","NAME_FREN","iso3_code"
36.13,94.9,88.14,70,1.16,NA,"Administration publique et santé","10 à 19","Pays-Bas","NLD"
42.9,96.13,91.17,61,2.17,NA,"Ensemble des secteurs","20 à 49","Pays-Bas","NLD"
31.14,91.11,86,11,2,NA,"Industries extractives","20 à 49","Pays-Bas","NLD"
40.15,108,96.11,72,2.13,NA,"Industries alimentaire","20 à 49","Pays-Bas","NLD"
28.16,88.11,74.1,5,1,NA,"Fabrication de textiles","20 à 49","Pays-Bas","NLD"
39.15,89.14,85.17,87,2.1,NA,"Industrie du papier et du carton","20 à 49","Pays-Bas","NLD"
62.15,100,100,43,3.15,NA,"Cockefaction et raffinage","20 à 49","Pays-Bas","NLD"
77.11,100,100,66,2.16,NA,"Métallurgie","20 à 49","Pays-Bas","NLD"
38.14,100,95.12,60,3.12,NA,"Fabrication de produits informatiques","20 à 49","Pays-Bas","NLD"
51.11,88.13,81,34,3.13,NA,"Industrie automobile","20 à 49","Pays-Bas","NLD"
53.1,104,90.14,81,2.14,NA,"Fabrication de meubles","20 à 49","Pays-Bas","NLD"
28.11,93.16,89,32,3,NA,"Production et distribution d'électricité","20 à 49","Pays-Bas","NLD"
31.15,95.12,89.9,83,3.14,NA,"Construction","20 à 49","Pays-Bas","NLD"
52,93.1,78.14,73,1.14,NA,"Commerce et réparation d'automobiles","20 à 49","Pays-Bas","NLD"
29.17,93,84,63,2.1,NA,"Commerce de gros","20 à 49","Pays-Bas","NLD"
43.11,96.16,92.16,97,2.9,NA,"Commerce de détail","20 à 49","Pays-Bas","NLD"
61,98.1,96.11,50,2.9,NA,"Transports","20 à 49","Pays-Bas","NLD"
54.13,84,100,88,0,NA,"Hébergement, Restauration","20 à 49","Pays-Bas","NLD"
68.14,83,97.17,13,0,NA,"Edition, Production de films cinématographiques","20 à 49","Pays-Bas","NLD"
41.1,94.16,88.16,20,0,NA,"Activités des services financiers","20 à 49","Pays-Bas","NLD"
46,100,80.13,91,2.15,NA,"Activités auxiliaires de services financiers et d'assurance","20 à 49","Pays-Bas","NLD"
66.13,100,98.1,82,3,NA,"Activités des organisations associatives","20 à 49","Pays-Bas","NLD"
56.17,100,96.14,37,2.5,NA,"Activités immobilières","20 à 49","Pays-Bas","NLD"
66.1,100,100,96,2.8,NA,"Activités juridiques et comptables","20 à 49","Pays-Bas","NLD"
50.16,86.7,86.7,19,2.3,NA,"Activités de location","20 à 49","Pays-Bas","NLD"
48.15,100,100,3,2.3,NA,"Activités créatives, artistiques et de spectacle","20 à 49","Pays-Bas","NLD"
56.1,100,100,95,3.34,NA,"Agriculture, sylviculture et pêche","20 à 49","Pays-Bas","NLD"
58.15,98.17,96.13,22,3.36,NA,"Enseignement","20 à 49","Pays-Bas","NLD"
36.13,97.1,92.1,77,2,NA,"Administration publique et santé","20 à 49","Pays-Bas","NLD"
58.9,100,100,79,2.12,NA,"Ensemble des secteurs","50 à 249","Pays-Bas","NLD"
32.16,96.1,93.1,28,1.15,NA,"Industries extractives","50 à 249","Pays-Bas","NLD"
50.11,99.11,97.17,68,3.1,NA,"Industries alimentaire","50 à 249","Pays-Bas","NLD"
58.17,0,91.14,67,2.1,NA,"Fabrication de textiles","50 à 249","Pays-Bas","NLD"
55.1,0,93.12,15,2.11,NA,"Industrie du papier et du carton","50 à 249","Pays-Bas","NLD"
77,0,100,27,4.69,NA,"Cockefaction et raffinage","50 à 249","Pays-Bas","NLD"
77.17,0,100,46,4.73,NA,"Métallurgie","50 à 249","Pays-Bas","NLD"
39.17,0,100,56,3.11,NA,"Fabrication de produits informatiques","50 à 249","Pays-Bas","NLD"
67.9,0,100,47,2.16,NA,"Industrie automobile","50 à 249","Pays-Bas","NLD"
65.1,99.9,98.13,45,3.9,NA,"Fabrication de meubles","50 à 249","Pays-Bas","NLD"
33.15,97.11,93.16,8,2.19,NA,"Production et distribution d'électricité","50 à 249","Pays-Bas","NLD"
45.12,84.7,84.7,51,2.2,NA,"Construction","50 à 249","Pays-Bas","NLD"
43.1,100,100,90,3.5,NA,"Commerce et réparation d'automobiles","50 à 249","Pays-Bas","NLD"
273,95.14,93.1,10,3.2,NA,"Commerce de gros","50 à 249","Pays-Bas","NLD"
288,98.1,96.1,12,3.4,NA,"Commerce de détail","50 à 249","Pays-Bas","NLD"
51.1,99.16,97.17,4,3.4,NA,"Transports","50 à 249","Pays-Bas","NLD"
67.9,100,100,65,3.6,NA,"Hébergement, Restauration","50 à 249","Pays-Bas","NLD"
73.14,100,100,6,3.5,NA,"Edition, Production de films cinématographiques","50 à 249","Pays-Bas","NLD"
55.37,100,100,58,2.1,NA,"Activités des services financiers","50 à 249","Pays-Bas","NLD"
55.39,100,100,99,2.9,NA,"Activités auxiliaires de services financiers et d'assurance","50 à 249","Pays-Bas","NLD"
73.12,100,100,85,2.7,NA,"Activités des organisations associatives","50 à 249","Pays-Bas","NLD"
59.14,100,100,24,3.6,NA,"Activités immobilières","50 à 249","Pays-Bas","NLD"
67.17,100,100,94,3.5,NA,"Activités juridiques et comptables","50 à 249","Pays-Bas","NLD"
62.1,100,100,80,3.6,NA,"Activités de location","50 à 249","Pays-Bas","NLD"
44.17,100,100,21,2.15,NA,"Activités créatives, artistiques et de spectacle","50 à 249","Pays-Bas","NLD"
66.13,100,100,100,3.21,NA,"Agriculture, sylviculture et pêche","50 à 249","Pays-Bas","NLD"
57.12,100,96.16,7,3.22,NA,"Enseignement","50 à 249","Pays-Bas","NLD"
40.12,100,100,14,2.6,NA,"Administration publique et santé","50 à 249","Pays-Bas","NLD"
55.9,100,100,59,2.5,NA,"Ensemble des secteurs","250 à 499","Pays-Bas","NLD"
44.11,98.1,90.16,36,2.2,NA,"Industries extractives","250 à 499","Pays-Bas","NLD"
58.15,100,100,17,3.16,NA,"Industries alimentaire","250 à 499","Pays-Bas","NLD"
144.11,100,100,44,2.114,NA,"Fabrication de textiles","250 à 499","Pays-Bas","NLD"
55.13,100,96.52,52,2.121,NA,"Industrie du papier et du carton","250 à 499","Pays-Bas","NLD"
84.9,100,96.55,57,4,NA,"Cockefaction et raffinage","250 à 499","Pays-Bas","NLD"
82.12,100,100,38,4.14,NA,"Métallurgie","250 à 499","Pays-Bas","NLD"
75.14,100,100,18,5.1,NA,"Fabrication de produits informatiques","250 à 499","Pays-Bas","NLD"
64,100,95.15,98,3.4,NA,"Industrie automobile","250 à 499","Pays-Bas","NLD"
64.9,100,100,93,3.5,NA,"Fabrication de meubles","250 à 499","Pays-Bas","NLD"
20.17,100,95.13,42,3.8,NA,"Production et distribution d'électricité","250 à 499","Pays-Bas","NLD"
49.15,100,100,53,5,NA,"Construction","250 à 499","Pays-Bas","NLD"
60.11,100,100,84,2.9,NA,"Commerce et réparation d'automobiles","250 à 499","Pays-Bas","NLD"
40.12,100,94.13,9,3.1,NA,"Commerce de gros","250 à 499","Pays-Bas","NLD"
48.9,99.11,96.16,86,3.8,NA,"Commerce de détail","250 à 499","Pays-Bas","NLD"
63.1,99.12,98.16,89,3.7,NA,"Transports","250 à 499","Pays-Bas","NLD"
58.17,100,100,23,2.13,NA,"Hébergement, Restauration","250 à 499","Pays-Bas","NLD"
80.1,100,100,75,3.13,NA,"Edition, Production de films cinématographiques","250 à 499","Pays-Bas","NLD"
32.17,100,100,31,3,NA,"Activités des services financiers","250 à 499","Pays-Bas","NLD"
62.11,100,100,62,2.12,NA,"Activités auxiliaires de services financiers et d'assurance","250 à 499","Pays-Bas","NLD"
71.9,100,100,35,3.8,NA,"Activités des organisations associatives","250 à 499","Pays-Bas","NLD"
72.12,100,100,78,3.5,NA,"Activités immobilières","250 à 499","Pays-Bas","NLD"
67.14,100,100,29,3.5,NA,"Activités juridiques et comptables","250 à 499","Pays-Bas","NLD"
77.14,100,100,54,4,NA,"Activités de location","250 à 499","Pays-Bas","NLD"
54.15,100,83.11,41,2.17,NA,"Activités créatives, artistiques et de spectacle","250 à 499","Pays-Bas","NLD"
45.17,100,100,55,7,NA,"Agriculture, sylviculture et pêche","250 à 499","Pays-Bas","NLD"
68.1,100,100,40,4.9,NA,"Enseignement","250 à 499","Pays-Bas","NLD"
47.16,88.3,88.3,26,3.14,NA,"Administration publique et santé","250 à 499","Pays-Bas","NLD"
51.9,100,100,69,2.9,NA,"Ensemble des secteurs","500 à 999","Pays-Bas","NLD"
63.1,98.17,97.17,74,2.4,NA,"Industries extractives","500 à 999","Pays-Bas","NLD"
68,100,100,49,2.7,NA,"Industries alimentaire","500 à 999","Pays-Bas","NLD"
38.12,100,100,16,2,NA,"Fabrication de textiles","500 à 999","Pays-Bas","NLD"
75.1,100,100,25,2.17,NA,"Industrie du papier et du carton","500 à 999","Pays-Bas","NLD"
93.17,100,100,39,5,NA,"Cockefaction et raffinage","500 à 999","Pays-Bas","NLD"
95.17,100,100,48,4.12,NA,"Métallurgie","500 à 999","Pays-Bas","NLD"
40,100,100,76,2.24,NA,"Fabrication de produits informatiques","500 à 999","Pays-Bas","NLD"
66.14,100,90.11,71,2.26,NA,"Industrie automobile","500 à 999","Pays-Bas","NLD"
73.12,96.3,96.3,64,4.12,NA,"Fabrication de meubles","500 à 999","Pays-Bas","NLD"
38.1,98.8,98.8,1,3,NA,"Production et distribution d'électricité","500 à 999","Pays-Bas","NLD"
76.16,100,87.13,2,2.16,NA,"Construction","500 à 999","Pays-Bas","NLD"
62.16,100,100,92,4.12,NA,"Commerce et réparation d'automobiles","500 à 999","Pays-Bas","NLD"
56,99.12,98.11,33,3.15,NA,"Commerce de gros","500 à 999","Pays-Bas","NLD"
30.15,53,40.14,30,2.12,NA,"Commerce de détail","500 à 999","Pays-Bas","NLD"
41.9,33.9,31.15,70,3,NA,"Transports","500 à 999","Pays-Bas","NLD"
13.16,0,18.16,61,2.16,NA,"Hébergement, Restauration","500 à 999","Pays-Bas","NLD"
-555,0,-740,11,2,NA,"Edition, Production de films cinématographiques","500 à 999","Pays-Bas","NLD"
-570,0,-760,72,0.22,NA,"Activités des services financiers","500 à 999","Pays-Bas","NLD"
-585,0,-780,5,0.23,NA,"Activités auxiliaires de services financiers et d'assurance","500 à 999","Pays-Bas","NLD"
-600,0,-800,87,1,NA,"Activités des organisations associatives","500 à 999","Pays-Bas","NLD"
-615,0,-820,43,0.6,NA,"Activités immobilières","500 à 999","Pays-Bas","NLD"
8.11,9.3,9.3,66,0.6,NA,"Activités juridiques et comptables","500 à 999","Pays-Bas","NLD"
10.12,20.2,20.2,60,0.8,NA,"Activités de location","500 à 999","Pays-Bas","NLD"
0,0,0,34,0.7,NA,"Activités créatives, artistiques et de spectacle","500 à 999","Pays-Bas","NLD"
14.11,11.3,11.3,81,1,NA,"Agriculture, sylviculture et pêche","500 à 999","Pays-Bas","NLD"
0,288,288,32,0.14,NA,"Enseignement","500 à 999","Pays-Bas","NLD"
11.13,306,306,83,4.16,NA,"Administration publique et santé","500 à 999","Pays-Bas","NLD"
9.104,17.8,17.8,73,1.1,NA,"Ensemble des secteurs","1000 et plus","Pays-Bas","NLD"
9.111,15.1,15.1,63,0.16,NA,"Industries extractives","1000 et plus","Pays-Bas","NLD"
14.1,17.3,17.3,97,1.9,NA,"Industries alimentaire","1000 et plus","Pays-Bas","NLD"
13.14,29.2,29.2,50,0.9,NA,"Fabrication de textiles","1000 et plus","Pays-Bas","NLD"
4.1,7.9,7.9,88,0.9,NA,"Industrie du papier et du carton","1000 et plus","Pays-Bas","NLD"
8.12,13.8,13.8,13,2.9,NA,"Cockefaction et raffinage","1000 et plus","Pays-Bas","NLD"
9.16,10,10,20,1.9,NA,"Métallurgie","1000 et plus","Pays-Bas","NLD"
37.16,32.6,32.6,91,34,NA,"Fabrication de produits informatiques","1000 et plus","Pays-Bas","NLD"
16.17,23.4,23.4,82,36,NA,"Industrie automobile","1000 et plus","Pays-Bas","NLD"
27,20.2,20.2,37,2.11,NA,"Fabrication de meubles","1000 et plus","Pays-Bas","NLD"
25.1,29.7,29.7,96,3.1,NA,"Production et distribution d'électricité","1000 et plus","Pays-Bas","NLD"
23.11,27.13,26.17,19,2.12,NA,"Construction","1000 et plus","Pays-Bas","NLD"
8.9,23.15,23,3,21.14,NA,"Commerce et réparation d'automobiles","1000 et plus","Pays-Bas","NLD"
9.13,14.7,14.7,95,1.6,NA,"Commerce de gros","1000 et plus","Pays-Bas","NLD"
17.9,26.1,22.13,22,1.6,NA,"Commerce de détail","1000 et plus","Pays-Bas","NLD"
12.1,12.2,12.2,77,1,NA,"Transports","1000 et plus","Pays-Bas","NLD"
24.13,35.17,32.9,79,2.1,NA,"Hébergement, Restauration","1000 et plus","Pays-Bas","NLD"
0,0,0,28,0.6,NA,"Edition, Production de films cinématographiques","1000 et plus","Pays-Bas","NLD"
2.17,35.1,20.16,68,0.7,NA,"Activités des services financiers","1000 et plus","Pays-Bas","NLD"
320,1600,1600,67,0.5,NA,"Activités auxiliaires de services financiers et d'assurance","1000 et plus","Pays-Bas","NLD"
340,1700,1700,15,0.9,NA,"Activités des organisations associatives","1000 et plus","Pays-Bas","NLD"
7.12,31.11,22.14,27,0.9,NA,"Activités immobilières","1000 et plus","Pays-Bas","NLD"
24,35.7,35.7,46,1.5,NA,"Activités juridiques et comptables","1000 et plus","Pays-Bas","NLD"
22.11,32.7,32.7,56,1.1,NA,"Activités de location","1000 et plus","Pays-Bas","NLD"
0,0,0,47,1.5,NA,"Activités créatives, artistiques et de spectacle","1000 et plus","Pays-Bas","NLD"
9.16,41.3,41.3,45,3.14,NA,"Enseignement","1000 et plus","Pays-Bas","NLD"
22.1,44.8,44.8,8,0.16,NA,"Administration publique et santé","1000 et plus","Pays-Bas","NLD"
15.16,40,28.13,51,1,NA,"Ensemble des secteurs","Ensemble","Pologne","POL"
11.87,31.5,31.5,90,1.11,NA,"Industries extractives","Ensemble","Pologne","POL"
11.93,38.12,35.16,10,8.1,NA,"Industries alimentaire","Ensemble","Pologne","POL"
15.9,26.16,24.17,12,4.1,NA,"Fabrication de textiles","Ensemble","Pologne","POL"
18.11,48.16,45.15,4,1.2,NA,"Industrie du papier et du carton","Ensemble","Pologne","POL"
9.17,26.17,19.14,65,1.8,NA,"Cockefaction et raffinage","Ensemble","Pologne","POL"
15.11,56,34.16,6,1.7,NA,"Métallurgie","Ensemble","Pologne","POL"
27.3,27.2,25.14,58,2.15,NA,"Fabrication de produits informatiques","Ensemble","Pologne","POL"
25.15,29.8,29.1,99,2,NA,"Industrie automobile","Ensemble","Pologne","POL"
34.68,34.9,32.17,85,2.8,NA,"Fabrication de meubles","Ensemble","Pologne","POL"
34.72,24.16,23.11,24,2.3,NA,"Production et distribution d'électricité","Ensemble","Pologne","POL"
47.13,49.15,47.13,94,2.6,NA,"Construction","Ensemble","Pologne","POL"
18.14,19.11,15.15,80,1.16,NA,"Commerce et réparation d'automobiles","Ensemble","Pologne","POL"
46.11,32.11,27.17,21,2.12,NA,"Commerce de gros","Ensemble","Pologne","POL"
78.15,22.1,21.16,100,4.1,NA,"Commerce de détail","Ensemble","Pologne","POL"
59.15,43.9,42.16,7,3.12,NA,"Transports","Ensemble","Pologne","POL"
26.9,34.9,32.11,14,2.9,NA,"Hébergement, Restauration","Ensemble","Pologne","POL"
45,23.9,22.9,59,2.3,NA,"Edition, Production de films cinématographiques","Ensemble","Pologne","POL"
46.16,42.1,40.17,36,2.9,NA,"Activités des services financiers","Ensemble","Pologne","POL"
33.9,34.12,32.17,17,2.6,NA,"Activités auxiliaires de services financiers et d'assurance","Ensemble","Pologne","POL"
20.16,30.11,28.16,44,6.17,NA,"Activités des organisations associatives","Ensemble","Pologne","POL"
14.11,435,17.15,52,1.13,NA,"Activités immobilières","Ensemble","Pologne","POL"
30.15,461,40.14,57,2.12,NA,"Activités juridiques et comptables","Ensemble","Pologne","POL"
41.9,33.9,31.15,38,3,NA,"Activités de location","Ensemble","Pologne","POL"
13.16,0,18.16,18,2.16,NA,"Activités créatives, artistiques et de spectacle","Ensemble","Pologne","POL"
-555,0,-740,98,2,NA,"Agriculture, sylviculture et pêche","Ensemble","Pologne","POL"
-570,0,-760,93,0.22,NA,"Enseignement","Ensemble","Pologne","POL"
-585,0,-780,42,0.23,NA,"Administration publique et santé","Ensemble","Pologne","POL"
-600,0,-800,53,1,NA,"Ensemble des secteurs","1 à 3","Pologne","POL"
-615,0,-820,84,0.6,NA,"Industries extractives","1 à 3","Pologne","POL"
8.11,9.3,9.3,9,0.6,NA,"Industries alimentaire","1 à 3","Pologne","POL"
10.12,20.2,20.2,86,0.8,NA,"Fabrication de textiles","1 à 3","Pologne","POL"
0,0,0,89,0.7,NA,"Industrie du papier et du carton","1 à 3","Pologne","POL"
14.11,11.3,11.3,23,1,NA,"Cockefaction et raffinage","1 à 3","Pologne","POL"
0,288,288,75,0.14,NA,"Métallurgie","1 à 3","Pologne","POL"
11.13,306,306,31,4.16,NA,"Fabrication de produits informatiques","1 à 3","Pologne","POL"
9.104,17.8,17.8,62,1.1,NA,"Industrie automobile","1 à 3","Pologne","POL"
9.111,15.1,15.1,35,0.16,NA,"Fabrication de meubles","1 à 3","Pologne","POL"
14.1,17.3,17.3,78,1.9,NA,"Production et distribution d'électricité","1 à 3","Pologne","POL"
13.14,29.2,29.2,29,0.9,NA,"Construction","1 à 3","Pologne","POL"
4.1,7.9,7.9,54,0.9,NA,"Commerce et réparation d'automobiles","1 à 3","Pologne","POL"
8.12,13.8,13.8,41,2.9,NA,"Commerce de gros","1 à 3","Pologne","POL"
9.16,10,10,55,1.9,NA,"Commerce de détail","1 à 3","Pologne","POL"
37.16,32.6,32.6,40,34,NA,"Transports","1 à 3","Pologne","POL"
16.17,23.4,23.4,26,36,NA,"Hébergement, Restauration","1 à 3","Pologne","POL"
27,20.2,20.2,69,2.11,NA,"Edition, Production de films cinématographiques","1 à 3","Pologne","POL"
25.1,29.7,29.7,74,3.1,NA,"Activités des services financiers","1 à 3","Pologne","POL"
23.11,27.13,26.17,49,2.12,NA,"Activités auxiliaires de services financiers et d'assurance","1 à 3","Pologne","POL"
8.9,23.15,23,16,21.14,NA,"Activités des organisations associatives","1 à 3","Pologne","POL"
9.13,14.7,14.7,25,1.6,NA,"Activités immobilières","1 à 3","Pologne","POL"
17.9,26.1,22.13,39,1.6,NA,"Activités juridiques et comptables","1 à 3","Pologne","POL"
12.1,12.2,12.2,48,1,NA,"Activités de location","1 à 3","Pologne","POL"
24.13,35.17,32.9,76,2.1,NA,"Activités créatives, artistiques et de spectacle","1 à 3","Pologne","POL"
0,0,0,71,0.6,NA,"Agriculture, sylviculture et pêche","1 à 3","Pologne","POL"
2.17,35.1,20.16,64,0.7,NA,"Enseignement","1 à 3","Pologne","POL"
320,1600,1600,1,0.5,NA,"Administration publique et santé","1 à 3","Pologne","POL"
340,1700,1700,2,0.9,NA,"Ensemble des secteurs","4 à 9","Pologne","POL"
7.12,31.11,22.14,92,0.9,NA,"Industries extractives","4 à 9","Pologne","POL"
24,35.7,35.7,33,1.5,NA,"Industries alimentaire","4 à 9","Pologne","POL"
22.11,32.7,32.7,30,1.1,NA,"Fabrication de textiles","4 à 9","Pologne","POL"
0,0,0,70,1.5,NA,"Industrie du papier et du carton","4 à 9","Pologne","POL"
9.16,41.3,41.3,61,3.14,NA,"Cockefaction et raffinage","4 à 9","Pologne","POL"
22.1,44.8,44.8,11,0.16,NA,"Métallurgie","4 à 9","Pologne","POL"
15.16,40,28.13,72,1,NA,"Fabrication de produits informatiques","4 à 9","Pologne","POL"
11.87,31.5,31.5,5,1.11,NA,"Industrie automobile","4 à 9","Pologne","POL"
11.93,38.12,35.16,87,8.1,NA,"Fabrication de meubles","4 à 9","Pologne","POL"
15.9,26.16,24.17,43,4.1,NA,"Production et distribution d'électricité","4 à 9","Pologne","POL"
18.11,48.16,45.15,66,1.2,NA,"Construction","4 à 9","Pologne","POL"
9.17,26.17,19.14,60,1.8,NA,"Commerce et réparation d'automobiles","4 à 9","Pologne","POL"
15.11,56,34.16,34,1.7,NA,"Commerce de gros","4 à 9","Pologne","POL"
29,23.9,23.9,81,1.1,NA,"Commerce de détail","4 à 9","Pologne","POL"
46.11,65.2,65.2,32,3.11,NA,"Transports","4 à 9","Pologne","POL"
20.11,56.11,52,83,5.16,NA,"Hébergement, Restauration","4 à 9","Pologne","POL"
30.11,21.16,16.9,73,1.4,NA,"Edition, Production de films cinématographiques","4 à 9","Pologne","POL"
32.14,50.16,48.15,63,1.9,NA,"Activités des services financiers","4 à 9","Pologne","POL"
79.16,40.13,39.15,97,1.7,NA,"Activités auxiliaires de services financiers et d'assurance","4 à 9","Pologne","POL"
13.14,42.15,40,50,3.1,NA,"Activités des organisations associatives","4 à 9","Pologne","POL"
8.13,36.17,27.13,88,1.49,NA,"Activités immobilières","4 à 9","Pologne","POL"
28.17,67.15,65.13,13,1.52,NA,"Activités juridiques et comptables","4 à 9","Pologne","POL"
41.16,37,37,20,17,NA,"Activités de location","4 à 9","Pologne","POL"
22.1,61.11,53.14,91,18,NA,"Activités créatives, artistiques et de spectacle","4 à 9","Pologne","POL"
32.12,75.17,69.16,82,1.4,NA,"Agriculture, sylviculture et pêche","4 à 9","Pologne","POL"
16.15,43.1,39.13,37,1.4,NA,"Enseignement","4 à 9","Pologne","POL"
27,57.9,53.14,96,1.2,NA,"Administration publique et santé","4 à 9","Pologne","POL"
10.13,53.1,37.16,19,1.5,NA,"Ensemble des secteurs","10 à 19","Pologne","POL"
58.15,73.17,65.1,3,1.8,NA,"Industries extractives","10 à 19","Pologne","POL"
20.15,61.12,59.1,95,1.4,NA,"Industries alimentaire","10 à 19","Pologne","POL"
21.11,77.1,60.13,22,1.6,NA,"Fabrication de textiles","10 à 19","Pologne","POL"
23.1,72.11,68.16,77,1.9,NA,"Industrie du papier et du carton","10 à 19","Pologne","POL"
12.9,50.11,39.14,79,1.4,NA,"Cockefaction et raffinage","10 à 19","Pologne","POL"
34.13,71.11,65.14,28,2,NA,"Métallurgie","10 à 19","Pologne","POL"
17.11,56.11,49.11,68,2.9,NA,"Fabrication de produits informatiques","10 à 19","Pologne","POL"
19.9,74.14,68,67,1.6,NA,"Industrie automobile","10 à 19","Pologne","POL"
19.6,62.1,55.13,15,1.6,NA,"Fabrication de meubles","10 à 19","Pologne","POL"
19.7,65,46.15,27,1.6,NA,"Production et distribution d'électricité","10 à 19","Pologne","POL"
24.15,67.13,62.13,46,1.9,NA,"Construction","10 à 19","Pologne","POL"
11.13,44.9,31,56,3.9,NA,"Commerce et réparation d'automobiles","10 à 19","Pologne","POL"
17.13,63.12,51.12,47,1.12,NA,"Commerce de gros","10 à 19","Pologne","POL"
39.16,72,63.9,45,2.12,NA,"Commerce de détail","10 à 19","Pologne","POL"
47.12,78.11,73.13,8,3.1,NA,"Transports","10 à 19","Pologne","POL"
29.12,69.9,57.34,51,2.1,NA,"Hébergement, Restauration","10 à 19","Pologne","POL"
24.15,58.14,57.36,90,1.17,NA,"Edition, Production de films cinématographiques","10 à 19","Pologne","POL"
44.12,95.9,90.11,10,2.37,NA,"Activités des services financiers","10 à 19","Pologne","POL"
61.1,100,-28,12,2.39,NA,"Activités auxiliaires de services financiers et d'assurance","10 à 19","Pologne","POL"
51.1,93.14,-36,4,3.9,NA,"Activités des organisations associatives","10 à 19","Pologne","POL"
39.1,91.16,89.16,65,2,NA,"Activités immobilières","10 à 19","Pologne","POL"
40.16,96.9,92.16,6,2.8,NA,"Activités juridiques et comptables","10 à 19","Pologne","POL"
50.17,93.1,93.1,58,2.8,NA,"Activités de location","10 à 19","Pologne","POL"
43,97.3,97.3,99,2.3,NA,"Activités créatives, artistiques et de spectacle","10 à 19","Pologne","POL"
76.11,108,96.12,85,1.16,NA,"Agriculture, sylviculture et pêche","10 à 19","Pologne","POL"
39.13,96.12,92.17,24,2,NA,"Enseignement","10 à 19","Pologne","POL"
47.14,89.9,89.9,94,4.9,NA,"Administration publique et santé","10 à 19","Pologne","POL"
55.16,108,97.16,80,2.39,NA,"Ensemble des secteurs","20 à 49","Pologne","POL"
42.11,96.13,89.16,21,2.42,NA,"Industries extractives","20 à 49","Pologne","POL"
36.13,94.9,88.14,100,1.16,NA,"Industries alimentaire","20 à 49","Pologne","POL"
42.9,96.13,91.17,7,2.17,NA,"Fabrication de textiles","20 à 49","Pologne","POL"
31.14,91.11,86,14,2,NA,"Industrie du papier et du carton","20 à 49","Pologne","POL"
40.15,108,96.11,59,2.13,NA,"Cockefaction et raffinage","20 à 49","Pologne","POL"
28.16,88.11,74.1,36,1,NA,"Métallurgie","20 à 49","Pologne","POL"
39.15,89.14,85.17,17,2.1,NA,"Fabrication de produits informatiques","20 à 49","Pologne","POL"
62.15,100,100,44,3.15,NA,"Industrie automobile","20 à 49","Pologne","POL"
77.11,100,100,52,2.16,NA,"Fabrication de meubles","20 à 49","Pologne","POL"
38.14,100,95.12,57,3.12,NA,"Production et distribution d'électricité","20 à 49","Pologne","POL"
51.11,88.13,81,38,3.13,NA,"Construction","20 à 49","Pologne","POL"
17.13,67.14,59.16,18,1.51,NA,"Commerce et réparation d'automobiles","20 à 49","Pologne","POL"
22.12,77.1,68.12,98,1.54,NA,"Commerce de gros","20 à 49","Pologne","POL"
46,74.1,66.12,93,2.5,NA,"Commerce de détail","20 à 49","Pologne","POL"
39.1,89.17,85.1,42,2.53,NA,"Transports","20 à 49","Pologne","POL"
34.13,96,77.1,53,-0.16,NA,"Hébergement, Restauration","20 à 49","Pologne","POL"
44.17,89.17,85,84,1.16,NA,"Edition, Production de films cinématographiques","20 à 49","Pologne","POL"
37.14,88.15,81.17,9,2.88,NA,"Activités des services financiers","20 à 49","Pologne","POL"
20.11,76.17,69.51,86,2.94,NA,"Activités auxiliaires de services financiers et d'assurance","20 à 49","Pologne","POL"
28.17,85,69.54,89,3.9,NA,"Activités des organisations associatives","20 à 49","Pologne","POL"
39,70.14,68.16,23,1.15,NA,"Activités immobilières","20 à 49","Pologne","POL"
23.16,62.15,53.13,75,2.1,NA,"Activités juridiques et comptables","20 à 49","Pologne","POL"
31.12,89.9,80.14,31,2.6,NA,"Activités de location","20 à 49","Pologne","POL"
44.12,95.9,90.11,62,2.5,NA,"Activités créatives, artistiques et de spectacle","20 à 49","Pologne","POL"
61.1,100,-28,35,2.7,NA,"Agriculture, sylviculture et pêche","20 à 49","Pologne","POL"
51.1,93.14,-36,78,3.9,NA,"Enseignement","20 à 49","Pologne","POL"
39.1,91.16,89.16,29,2,NA,"Administration publique et santé","20 à 49","Pologne","POL"
40.16,96.9,92.16,54,2.8,NA,"Ensemble des secteurs","50 à 249","Pologne","POL"
50.17,93.1,93.1,41,2.8,NA,"Industries extractives","50 à 249","Pologne","POL"
43,97.3,97.3,55,2.3,NA,"Industries alimentaire","50 à 249","Pologne","POL"
76.11,108,96.12,40,1.16,NA,"Fabrication de textiles","50 à 249","Pologne","POL"
39.13,96.12,92.17,26,2,NA,"Industrie du papier et du carton","50 à 249","Pologne","POL"
47.14,89.9,89.9,69,4.9,NA,"Cockefaction et raffinage","50 à 249","Pologne","POL"
55.16,108,97.16,74,2.39,NA,"Métallurgie","50 à 249","Pologne","POL"
42.11,96.13,89.16,49,2.42,NA,"Fabrication de produits informatiques","50 à 249","Pologne","POL"
36.13,94.9,88.14,16,1.16,NA,"Industrie automobile","50 à 249","Pologne","POL"
42.9,96.13,91.17,25,2.17,NA,"Fabrication de meubles","50 à 249","Pologne","POL"
31.14,91.11,86,39,2,NA,"Production et distribution d'électricité","50 à 249","Pologne","POL"
40.15,108,96.11,48,2.13,NA,"Construction","50 à 249","Pologne","POL"
28.16,88.11,74.1,76,1,NA,"Commerce et réparation d'automobiles","50 à 249","Pologne","POL"
